source,target,mode_of_regulation,weight
ADA2,ZNF561,1,1
ADA2,ZNF561-AS1,1,1
ADA2,ZNF564,1,1
ADA2,ZNF569,1,1
ADA2,ZNF570,1,1
ADA2,ZNF579,1,1
ADA2,ZNF580,1,1
ADA2,ZNF581,1,1
ADA2,ZNF582,1,1
ADA2,ZNF582-DT,1,1
ADA2,ZNF596,1,1
ADA2,ZNF623,1,1
ADA2,ZNF646,1,1
ADA2,ZNF668,1,1
ADA2,ZNF677,1,1
ADA2,ZNF682,1,1
ADA2,ZNF710,1,1
ADA2,ZNF718,1,1
ADA2,ZNF768,1,1
ADA2,ZNF770,1,1
ADA2,ZNF790,1,1
ADA2,ZNF791,1,1
ADA2,ZNF827,1,1
ADA2,ZNF846,1,1
ADA2,ZNF850,1,1
ADA2,ZSCAN16-AS1,1,1
ADA2,ZSCAN20,1,1
ADA2,ZSCAN22,1,1
ADA2,ZSCAN29,1,1
ADA2,ZSCAN9,1,1
ADA2,ZSWIM2,1,1
ADA2,ZZZ3,1,1
ADCYAP1,DIP2A,1,1
ADCYAP1,EHBP1L1,1,1
ADCYAP1,ENSG00000275358,1,1
ADCYAP1,FGGY-DT,1,1
ADCYAP1,GLYCTK,1,1
ADCYAP1,HMGA2-AS1,1,1
ADCYAP1,LCN8,1,1
ADCYAP1,LINC01547,1,1
ADCYAP1,MARK2P19,1,1
ADCYAP1,NKD2,1,1
ADCYAP1,RN7SL241P,1,1
ADCYAP1,TMEFF2,1,1
ADCYAP1,WDR82,1,1
ADNP,AAAS,1,1
ADNP,AARS2,1,1
ADNP,ABCB9,1,1
ADNP,ABHD16A,1,1
ADNP,ABR,1,1
ADNP,ACBD6,1,1
ADNP,ACOX2,1,1
ADNP,ACTL6A,1,1
ADNP,ACTL8,1,1
ADNP,ACTN4,1,1
ADNP,ADA,1,1
ADNP,ADAMTS10,1,1
ADNP,ADAMTS14,1,1
ADNP,ADCY6,1,1
ADNP,ADCY7,1,1
ADNP,ADCY9,1,1
ADNP,ADGRB2,1,1
ADNP,ADGRE1,1,1
ADNP,ADRM1,1,1
ADNP,AKR7A2,1,1
ADNP,AKT2,1,1
ADNP,ALDH1A1,1,1
ADNP,ALDH3B1,1,1
ADNP,ALDH8A1,1,1
ADNP,ALKBH7,1,1
ADNP,ANAPC15,1,1
ADNP,ANAPC5,1,1
ADNP,ANG,1,1
ADNP,ANKRD13C,1,1
ADNP,AP2A2,1,1
ADNP,AP3B1,1,1
ADNP,AP4M1,1,1
ADNP,APBA3,1,1
ADNP,APOC1,1,1
ADNP,AQP1,1,1
ADNP,ARAF,1,1
ADNP,ARHGAP45,1,1
ADNP,ARHGEF1,1,1
ADNP,ARPC4,1,1
ADNP,ARPC4-TTLL3,1,1
ADNP,ASAP3,1,1
ADNP,ASS1,1,1
ADNP,ASTILCS,1,1
ADNP,ATP1A1-AS1,1,1
ADNP,ATP5F1D,1,1
ADNP,ATP6AP1L,1,1
ADNP,ATP6V0A2,1,1
ADNP,ATP6V0E2,1,1
ADNP,ATP8A2,1,1
ADNP,AXL,1,1
ADNP,B2M,1,1
ADNP,B4GALT4,1,1
ADNP,BCL3,1,1
ADNP,BCL9L,1,1
ADNP,BEGAIN,1,1
ADNP,BICRAL,1,1
ADNP,BPIFB5P,1,1
ADNP,BRAP,1,1
ADNP,BRAT1,1,1
ADNP,BTN3A1,1,1
ADNP,BZW1,1,1
ADNP,C17orf99,1,1
ADNP,C19orf25,1,1
ADNP,C1QTNF6,1,1
ADNP,C1orf167,1,1
ADNP,C8orf76,1,1
ADNP,CACNA1A,1,1
ADNP,CACNG5,1,1
ADNP,CACTIN,1,1
ADNP,CARHSP1,1,1
ADNP,CASTOR1,1,1
ADNP,CATIP-AS1,1,1
ADNP,CATSPER1,1,1
ADNP,CBR1-AS1,1,1
ADNP,CC2D1A,1,1
ADNP,CCDC117,1,1
ADNP,CCDC120,1,1
ADNP,CCDC162P,1,1
ADNP,CCDC194,1,1
ADNP,CCDC22,1,1
ADNP,CCDC43,1,1
ADNP,CCDC61,1,1
ADNP,CCNB1IP1,1,1
ADNP,CCNT1,1,1
ADNP,CCR10,1,1
ADNP,CCR5,1,1
ADNP,CCT4,1,1
ADNP,CD151,1,1
ADNP,CD276,1,1
ADNP,CDA,1,1
ADNP,CDC25B,1,1
ADNP,CDC42BPG,1,1
ADNP,CDC45,1,1
ADNP,CDH5,1,1
ADNP,CDK5RAP2,1,1
ADNP,CEACAM19,1,1
ADNP,CEP164,1,1
ADNP,CERS2,1,1
ADNP,CERS5,1,1
ADNP,CFAP107,1,1
ADNP,CFAP157,1,1
ADNP,CFAP57,1,1
ADNP,CHCHD10,1,1
ADNP,CHMP6,1,1
ADNP,CHRD,1,1
ADNP,CHRNA2,1,1
ADNP,CIBAR2,1,1
ADNP,CIITA,1,1
ADNP,CIROZ,1,1
ADNP,CLASRP,1,1
ADNP,CLCC1,1,1
ADNP,CLLU1-AS1,1,1
ADNP,CLU,1,1
ADNP,CMBL,1,1
ADNP,CNGB1,1,1
ADNP,CNN1,1,1
ADNP,CNTNAP1,1,1
ADNP,COASY,1,1
ADNP,COL15A1,1,1
ADNP,COL18A1,1,1
ADNP,COL27A1,1,1
ADNP,COMMD5P1,1,1
ADNP,COQ3,1,1
ADNP,COQ6,1,1
ADNP,CORO1C,1,1
ADNP,CORO7,1,1
ADNP,CPT1C,1,1
ADNP,CRADD,1,1
ADNP,CRTAP,1,1
ADNP,CRYBB1,1,1
ADNP,CSF3R,1,1
ADNP,CSH1,1,1
ADNP,CSMD1,1,1
ADNP,CTDSP1,1,1
ADNP,CTDSPL2,1,1
ADNP,CTIF-AS1,1,1
ADNP,CTSB,1,1
ADNP,CTSS,1,1
ADNP,CUTC,1,1
ADNP,CYB5D2,1,1
ADNP,CYGB,1,1
ADNP,CYP2AB1P,1,1
ADNP,CYP4F12,1,1
ADNP,CYRIB,1,1
ADNP,DAGLB,1,1
ADNP,DAZAP1,1,1
ADNP,DDX54,1,1
ADNP,DGAT2,1,1
ADNP,DMAC2,1,1
ADNP,DMPK,1,1
ADNP,DNAI4,1,1
ADNP,DNASE2,1,1
ADNP,DNHD1,1,1
ADNP,DNM2,1,1
ADNP,DOK4,1,1
ADNP,DPF1,1,1
ADNP,DPP3,1,1
ADNP,DPP3-DT,1,1
ADNP,DPP9,1,1
ADNP,DRG2,1,1
ADNP,DTD1,1,1
ADNP,EAPP,1,1
ADNP,EARS2,1,1
ADNP,ECE1,1,1
ADNP,ECHDC2,1,1
ADNP,EHBP1L1,1,1
ADNP,EHD2,1,1
ADNP,EIF5A,1,1
ADNP,ELANE,1,1
ADNP,ELK3,1,1
ADNP,ELN-AS1,1,1
ADNP,ELOF1,1,1
ADNP,EMID1,1,1
ADNP,EML2,1,1
ADNP,ENAM,1,1
ADNP,ENC1,1,1
ADNP,ENSG00000187185,1,1
ADNP,ENSG00000201733,1,1
ADNP,ENSG00000212144,1,1
ADNP,ENSG00000212590,1,1
ADNP,ENSG00000226249,1,1
ADNP,ENSG00000228044,1,1
ADNP,ENSG00000254746,1,1
ADNP,ENSG00000258702,1,1
ADNP,ENSG00000259899,1,1
ADNP,ENSG00000283573,1,1
ADNP,EPHB2,1,1
ADNP,EVA1B,1,1
ADNP,F2,1,1
ADNP,FAM157C,1,1
ADNP,FAM200A,1,1
ADNP,FANCC,1,1
ADNP,FBLN2,1,1
ADNP,FBN3,1,1
ADNP,FBXO27,1,1
ADNP,FBXW9,1,1
ADNP,FCGRT,1,1
ADNP,FCHO1,1,1
ADNP,FEM1A,1,1
ADNP,FGF17,1,1
ADNP,FHIP1B,1,1
ADNP,FKBP1A,1,1
ADNP,FLCN,1,1
ADNP,FLII,1,1
ADNP,FLVCR1,1,1
ADNP,FNDC4,1,1
ADNP,FRRS1,1,1
ADNP,FXN,1,1
ADNP,GABPB2,1,1
ADNP,GADD45B,1,1
ADNP,GADD45GIP1,1,1
ADNP,GAMT,1,1
ADNP,GAREM2,1,1
ADNP,GAS2L1P2,1,1
ADNP,GATA1,1,1
ADNP,GCKR,1,1
ADNP,GDPD5,1,1
ADNP,GEMIN6,1,1
ADNP,GFI1B,1,1
ADNP,GGT1,1,1
ADNP,GIT1,1,1
ADNP,GNA15-DT,1,1
ADNP,GNG7,1,1
ADNP,GP9,1,1
ADNP,GPR108,1,1
ADNP,GPR160,1,1
ADNP,GPR17,1,1
ADNP,GPSM2,1,1
ADNP,GRAP2,1,1
ADNP,GRIP2,1,1
ADNP,GRSF1,1,1
ADNP,GSDME,1,1
ADNP,GSN,1,1
ADNP,GSTA4,1,1
ADNP,GTF2E1,1,1
ADNP,GTF2E2,1,1
ADNP,GTF2H4,1,1
ADNP,GTF3C1,1,1
ADNP,GTPBP3,1,1
ADNP,H3C9P,1,1
ADNP,HAUS7,1,1
ADNP,HDGFL3,1,1
ADNP,HEATR3,1,1
ADNP,HGFAC,1,1
ADNP,HK1,1,1
ADNP,HKDC1,1,1
ADNP,HLA-E,1,1
ADNP,HMCN2,1,1
ADNP,HMGN2P34,1,1
ADNP,HNRNPM,1,1
ADNP,HPN,1,1
ADNP,HPS4,1,1
ADNP,HPS6,1,1
ADNP,HSPB1P2,1,1
ADNP,HTR6,1,1
ADNP,ICAM1,1,1
ADNP,ICMT,1,1
ADNP,ICMT-DT,1,1
ADNP,ID1,1,1
ADNP,IER5L-AS1,1,1
ADNP,IL1RL1,1,1
ADNP,IL21R,1,1
ADNP,ILVBL,1,1
ADNP,INTS6-AS1,1,1
ADNP,ISCA1,1,1
ADNP,ISG20,1,1
ADNP,ITGA3,1,1
ADNP,ITGB4,1,1
ADNP,JAML,1,1
ADNP,KANSL3,1,1
ADNP,KCNK15-AS1,1,1
ADNP,KCNK5,1,1
ADNP,KCTD21,1,1
ADNP,KDSR,1,1
ADNP,KEAP1,1,1
ADNP,KIAA0586,1,1
ADNP,KIF2C,1,1
ADNP,KLHL41,1,1
ADNP,KLK15,1,1
ADNP,KMT5A,1,1
ADNP,KPNB1,1,1
ADNP,KRT15,1,1
ADNP,KRT4,1,1
ADNP,KSR1,1,1
ADNP,KTN1,1,1
ADNP,LAPTM5,1,1
ADNP,LASP1,1,1
ADNP,LCP2,1,1
ADNP,LDLRAD2,1,1
ADNP,LDLRAP1,1,1
ADNP,LGALS1,1,1
ADNP,LGALS4,1,1
ADNP,LILRB4,1,1
ADNP,LINC00240,1,1
ADNP,LINC00926,1,1
ADNP,LINC01012,1,1
ADNP,LINC01096,1,1
ADNP,LINC01398,1,1
ADNP,LINC01446,1,1
ADNP,LINC01503,1,1
ADNP,LINC01567,1,1
ADNP,LINC02356,1,1
ADNP,LINC02395,1,1
ADNP,LINC02396,1,1
ADNP,LINC02625,1,1
ADNP,LINC02652,1,1
ADNP,LINC02763,1,1
ADNP,LINC02777,1,1
ADNP,LINC02812,1,1
ADNP,LINC02953,1,1
ADNP,LINC02971,1,1
ADNP,LLGL2,1,1
ADNP,LOXL4,1,1
ADNP,LPAR2,1,1
ADNP,LRBA,1,1
ADNP,LRRC51,1,1
ADNP,LSM12,1,1
ADNP,LUCAT1,1,1
ADNP,MACF1,1,1
ADNP,MACROD1,1,1
ADNP,MADCAM1,1,1
ADNP,MAPKAPK5,1,1
ADNP,MAPRE1,1,1
ADNP,MAPT,1,1
ADNP,MARF1,1,1
ADNP,MARK4,1,1
ADNP,MATK,1,1
ADNP,MATN1-AS1,1,1
ADNP,MCM7,1,1
ADNP,MCOLN1,1,1
ADNP,MEGF9,1,1
ADNP,METTL14,1,1
ADNP,METTL14-DT,1,1
ADNP,MFNG,1,1
ADNP,MFSD12,1,1
ADNP,MFSD6,1,1
ADNP,MGAT1,1,1
ADNP,MIDN,1,1
ADNP,MINDY1,1,1
ADNP,MIR1205,1,1
ADNP,MIR145,1,1
ADNP,MIR3681HG,1,1
ADNP,MIR3945HG,1,1
ADNP,MIR4487,1,1
ADNP,MIR4656,1,1
ADNP,MIR548AW,1,1
ADNP,MIR607,1,1
ADNP,MIR6089,1,1
ADNP,MIR6782,1,1
ADNP,MIR6860,1,1
ADNP,MIR6881,1,1
ADNP,MIR7850,1,1
ADNP,MIR8063,1,1
ADNP,MIX23P5,1,1
ADNP,MLLT1,1,1
ADNP,MOSPD3,1,1
ADNP,MPO,1,1
ADNP,MRC2,1,1
ADNP,MRPL53P1,1,1
ADNP,MRPL54,1,1
ADNP,MRPS15,1,1
ADNP,MTURN,1,1
ADNP,MUL1,1,1
ADNP,MYO15A,1,1
ADNP,MYO15B,1,1
ADNP,MYO18B,1,1
ADNP,MYO1H,1,1
ADNP,MYOM3,1,1
ADNP,N4BP1,1,1
ADNP,NAA20,1,1
ADNP,NATD1,1,1
ADNP,NAV2,1,1
ADNP,NBEAL1,1,1
ADNP,NBEAL2,1,1
ADNP,NCAPH,1,1
ADNP,NCOA7,1,1
ADNP,NCOR2,1,1
ADNP,NDST1,1,1
ADNP,NDUFA3,1,1
ADNP,NDUFAB1,1,1
ADNP,NEBL,1,1
ADNP,NECAB2,1,1
ADNP,NEK6,1,1
ADNP,NFE2,1,1
ADNP,NFIC,1,1
ADNP,NGEF,1,1
ADNP,NIBAN2,1,1
ADNP,NIFKP9,1,1
ADNP,NIPA2,1,1
ADNP,NKPD1,1,1
ADNP,NLRX1,1,1
ADNP,NMUR1,1,1
ADNP,NOSIP,1,1
ADNP,NOVA2,1,1
ADNP,NOX1,1,1
ADNP,NR6A1,1,1
ADNP,NSMCE1-DT,1,1
ADNP,NUCKS1,1,1
ADNP,NUDT21,1,1
ADNP,OAS3,1,1
ADNP,OAT,1,1
ADNP,OGG1,1,1
ADNP,PADI4,1,1
ADNP,PAK4,1,1
ADNP,PAM16,1,1
ADNP,PAOX,1,1
ADNP,PCCB,1,1
ADNP,PCSK4,1,1
ADNP,PDE4A,1,1
ADNP,PDLIM1,1,1
ADNP,PDLIM7,1,1
ADNP,PELATON,1,1
ADNP,PEX14,1,1
ADNP,PFAS,1,1
ADNP,PGPEP1,1,1
ADNP,PHF19,1,1
ADNP,PHLDA2,1,1
ADNP,PHLDB1,1,1
ADNP,PHOSPHO1,1,1
ADNP,PHTF2,1,1
ADNP,PHYH,1,1
ADNP,PI4K2A,1,1
ADNP,PIGBOS1,1,1
ADNP,PIGU,1,1
ADNP,PIK3AP1,1,1
ADNP,PIK3R2,1,1
ADNP,PISRT1,1,1
ADNP,PKD2L2,1,1
ADNP,PKD2L2-DT,1,1
ADNP,PKN1,1,1
ADNP,PLA2G12A,1,1
ADNP,PLA2G4E,1,1
ADNP,PLAUR,1,1
ADNP,PLBD2,1,1
ADNP,PLEKHG2,1,1
ADNP,PLLP,1,1
ADNP,PLPP3,1,1
ADNP,PNKP,1,1
ADNP,PNN,1,1
ADNP,POFUT1,1,1
ADNP,POLD1,1,1
ADNP,POLR1B,1,1
ADNP,PPID,1,1
ADNP,PRKACA,1,1
ADNP,PRKCD,1,1
ADNP,PRKD2,1,1
ADNP,PRMT1,1,1
ADNP,PROSER2,1,1
ADNP,PRRT3,1,1
ADNP,PRSS16,1,1
ADNP,PRUNE1,1,1
ADNP,PSMB2,1,1
ADNP,PSMB3,1,1
ADNP,PSMB6,1,1
ADNP,PSMD9,1,1
ADNP,PSME2,1,1
ADNP,PTK2B,1,1
ADNP,PTPRA,1,1
ADNP,PUS7L,1,1
ADNP,PYGM,1,1
ADNP,QDPR,1,1
ADNP,RAB27A,1,1
ADNP,RAB2A,1,1
ADNP,RABGGTA,1,1
ADNP,RAC1,1,1
ADNP,RALB,1,1
ADNP,RANBP1,1,1
ADNP,RANBP9,1,1
ADNP,RAP1GAP,1,1
ADNP,RAPGEF1,1,1
ADNP,RASAL1,1,1
ADNP,RASGRP2,1,1
ADNP,RASSF5,1,1
ADNP,RAVER1,1,1
ADNP,RBM47,1,1
ADNP,RERE,1,1
ADNP,RHBDF2,1,1
ADNP,RHOT1P3,1,1
ADNP,RILPL2,1,1
ADNP,RITA1,1,1
ADNP,RN7SKP91,1,1
ADNP,RN7SL449P,1,1
ADNP,RNASE11,1,1
ADNP,RNASE4,1,1
ADNP,RNF10P1,1,1
ADNP,RNF14,1,1
ADNP,RNF216P1,1,1
ADNP,RNU1-16P,1,1
ADNP,RNU2-72P,1,1
ADNP,RNU4-2,1,1
ADNP,RNU6-1237P,1,1
ADNP,RNU6-339P,1,1
ADNP,RNU6-558P,1,1
ADNP,RNU6-777P,1,1
ADNP,RPL21P29,1,1
ADNP,RPL22P19,1,1
ADNP,RPL29P34,1,1
ADNP,RPL30P7,1,1
ADNP,RPL36,1,1
ADNP,RPL37A,1,1
ADNP,RPL6,1,1
ADNP,RPS14,1,1
ADNP,RPS18,1,1
ADNP,RPS18P1,1,1
ADNP,RPS24,1,1
ADNP,RPS29,1,1
ADNP,RTF1,1,1
ADNP,RWDD2B,1,1
ADNP,SAE1,1,1
ADNP,SARDH,1,1
ADNP,SCARB1,1,1
ADNP,SCNN1D,1,1
ADNP,SDHAF4,1,1
ADNP,SDHAP4,1,1
ADNP,SELPLG,1,1
ADNP,SEMA4B,1,1
ADNP,SEMA7A,1,1
ADNP,SEPTIN9,1,1
ADNP,SERHL,1,1
ADNP,SETD1A,1,1
ADNP,SEZ6,1,1
ADNP,SGSM1,1,1
ADNP,SHANK1,1,1
ADNP,SHD,1,1
ADNP,SHFL,1,1
ADNP,SIPA1L3,1,1
ADNP,SLC22A8,1,1
ADNP,SLC25A20,1,1
ADNP,SLC25A23,1,1
ADNP,SLC25A24,1,1
ADNP,SLC29A2,1,1
ADNP,SLC29A3,1,1
ADNP,SLC30A6,1,1
ADNP,SLC38A10,1,1
ADNP,SLCO2B1,1,1
ADNP,SLF2,1,1
ADNP,SMAD3,1,1
ADNP,SMARCC2,1,1
ADNP,SMARCD2,1,1
ADNP,SMASR,1,1
ADNP,SMPD4,1,1
ADNP,SMPD4P1,1,1
ADNP,SMU1,1,1
ADNP,SMYD3,1,1
ADNP,SNPH,1,1
ADNP,SNRPC,1,1
ADNP,SNUPN,1,1
ADNP,SNX29,1,1
ADNP,SORBS1,1,1
ADNP,SPATA2,1,1
ADNP,SPC24,1,1
ADNP,SPPL2C,1,1
ADNP,SRC,1,1
ADNP,SRCIN1,1,1
ADNP,SRPK1,1,1
ADNP,SRXN1,1,1
ADNP,ST6GALNAC6,1,1
ADNP,STAG2,1,1
ADNP,STARD9,1,1
ADNP,STK17B,1,1
ADNP,STX1A,1,1
ADNP,SUOX,1,1
ADNP,SUPT4H1,1,1
ADNP,SUPV3L1,1,1
ADNP,SWSAP1,1,1
ADNP,SYCP2L,1,1
ADNP,SYN1,1,1
ADNP,SYNPO2L,1,1
ADNP,SYT3,1,1
ADNP,TAF1C,1,1
ADNP,TAF7,1,1
ADNP,TARS2,1,1
ADNP,TBC1D10A,1,1
ADNP,TBX6,1,1
ADNP,TCEA1,1,1
ADNP,TENT2,1,1
ADNP,TESC,1,1
ADNP,TILAM,1,1
ADNP,TIMM9,1,1
ADNP,TIPARP,1,1
ADNP,TKT,1,1
ADNP,TLE2,1,1
ADNP,TM9SF5P,1,1
ADNP,TMC6,1,1
ADNP,TMC8,1,1
ADNP,TMEFF1,1,1
ADNP,TMEM119,1,1
ADNP,TMEM132D-AS1,1,1
ADNP,TMEM134,1,1
ADNP,TMEM19,1,1
ADNP,TMEM214,1,1
ADNP,TMEM91,1,1
ADNP,TMEM98,1,1
ADNP,TMPRSS6,1,1
ADNP,TNS4,1,1
ADNP,TOR1A,1,1
ADNP,TOX2,1,1
ADNP,TP53I11,1,1
ADNP,TP53RK-DT,1,1
ADNP,TPK1,1,1
ADNP,TRABD,1,1
ADNP,TRAPPC14,1,1
ADNP,TREX2,1,1
ADNP,TRIM7-AS2,1,1
ADNP,TRMT1,1,1
ADNP,TRMT2A,1,1
ADNP,TSC1,1,1
ADNP,TUFM,1,1
ADNP,TULP1,1,1
ADNP,TXNRD1,1,1
ADNP,TYROBP,1,1
ADNP,UBASH3A,1,1
ADNP,UBE2Q2P13,1,1
ADNP,UBFD1,1,1
ADNP,UBR5,1,1
ADNP,UNC13A,1,1
ADNP,UNC93B1,1,1
ADNP,URAHP,1,1
ADNP,USB1,1,1
ADNP,USP30-AS1,1,1
ADNP,USP35,1,1
ADNP,UTP25,1,1
ADNP,VARS2,1,1
ADNP,VAV1,1,1
ADNP,VEPH1,1,1
ADNP,VPS37D,1,1
ADNP,VPS72,1,1
ADNP,VSTM2L,1,1
ADNP,VTRNA1-3,1,1
ADNP,WDR12,1,1
ADNP,WDR43,1,1
ADNP,WDR45,1,1
ADNP,WDR82,1,1
ADNP,WSCD2,1,1
ADNP,XKR8,1,1
ADNP,XRCC1,1,1
ADNP,YIF1B,1,1
ADNP,ZBTB38,1,1
ADNP,ZC3H14,1,1
ADNP,ZFP36L1,1,1
ADNP,ZFP69,1,1
ADNP,ZGLP1,1,1
ADNP,ZMIZ1,1,1
ADNP,ZMPSTE24-DT,1,1
ADNP,ZNF131,1,1
ADNP,ZNF175,1,1
ADNP,ZNF184,1,1
ADNP,ZNF207,1,1
ADNP,ZNF227,1,1
ADNP,ZNF234,1,1
ADNP,ZNF24,1,1
ADNP,ZNF3,1,1
ADNP,ZNF346,1,1
ADNP,ZNF524,1,1
ADNP,ZNF638,1,1
ADNP,ZNF764,1,1
ADNP,ZNF839,1,1
ADNP,ZSCAN25,1,1
ADNP,ZSWIM4,1,1
ADNP,ZW10,1,1
ADNP,ZZEF1,1,1
AEBP2,AAMP,1,1
AEBP2,AATF,1,1
AEBP2,ABCA11P,1,1
AEBP2,ABCA7,1,1
AEBP2,ABCB9,1,1
AEBP2,ABHD11,1,1
AEBP2,ABHD12B,1,1
AEBP2,ABHD16A,1,1
AEBP2,ABHD2,1,1
AEBP2,ABLIM1,1,1
AEBP2,ACBD5,1,1
AEBP2,ACOT8,1,1
AEBP2,ACP6,1,1
AEBP2,ACTL6A,1,1
AEBP2,ACTR2,1,1
AEBP2,ACTR3C,1,1
AEBP2,ACYP1,1,1
AEBP2,ACYP2,1,1
AEBP2,ADAMTSL5,1,1
AEBP2,ADGRL1-AS1,1,1
AEBP2,ADGRV1,1,1
AEBP2,ADPRHL1,1,1
AEBP2,AFF1,1,1
AEBP2,AFMID,1,1
AEBP2,AGFG2,1,1
AEBP2,AGPAT1,1,1
AEBP2,AHCYL2,1,1
AEBP2,AHRR,1,1
AEBP2,AKAP8L,1,1
AEBP2,AKAP9,1,1
AEBP2,AKIRIN1,1,1
AEBP2,AKR1D1,1,1
AEBP2,AKR1E2,1,1
AEBP2,AKT1S1,1,1
AEBP2,ALDH1A2,1,1
AEBP2,ALDH2,1,1
AEBP2,ALDH4A1,1,1
AEBP2,ALDH6A1,1,1
AEBP2,ALKBH1,1,1
AEBP2,ALKBH6,1,1
AEBP2,ALKBH7,1,1
AEBP2,AMACR,1,1
AEBP2,AMBRA1,1,1
AEBP2,ANAPC13,1,1
AEBP2,ANAPC15,1,1
AEBP2,ANAPC5,1,1
AEBP2,ANAPC7,1,1
AEBP2,ANKHD1,1,1
AEBP2,ANKHD1-DT,1,1
AEBP2,ANKHD1-EIF4EBP3,1,1
AEBP2,ANKMY2,1,1
AEBP2,ANKRA2,1,1
AEBP2,ANKRD11,1,1
AEBP2,ANKRD13A,1,1
AEBP2,ANKRD17,1,1
AEBP2,ANKZF1,1,1
AEBP2,ANP32A,1,1
AEBP2,ANP32E,1,1
AEBP2,ANXA4,1,1
AEBP2,AP1G1,1,1
AEBP2,AP2A1,1,1
AEBP2,AP3M2,1,1
AEBP2,AP4M1,1,1
AEBP2,AP5Z1,1,1
AEBP2,AQR,1,1
AEBP2,ARG2,1,1
AEBP2,ARHGAP19,1,1
AEBP2,ARHGAP19-SLIT1,1,1
AEBP2,ARID1A,1,1
AEBP2,ARID4A,1,1
AEBP2,ARIH1,1,1
AEBP2,ARL16,1,1
AEBP2,ARMC1,1,1
AEBP2,ARMH1,1,1
AEBP2,ARMH4,1,1
AEBP2,ARPC4,1,1
AEBP2,ARPC4-TTLL3,1,1
AEBP2,ARRDC3,1,1
AEBP2,ARRDC3-AS1,1,1
AEBP2,ARRDC4,1,1
AEBP2,ARVCF,1,1
AEBP2,ASAH1,1,1
AEBP2,ASAH1-AS1,1,1
AEBP2,ASF1B,1,1
AEBP2,ASH1L,1,1
AEBP2,ASNS,1,1
AEBP2,ATF6,1,1
AEBP2,ATF7,1,1
AEBP2,ATF7-NPFF,1,1
AEBP2,ATG101,1,1
AEBP2,ATG16L2,1,1
AEBP2,ATG9A,1,1
AEBP2,ATP5F1B,1,1
AEBP2,ATP5MC1,1,1
AEBP2,ATP5MK,1,1
AEBP2,ATP6V1E2,1,1
AEBP2,ATP8A1,1,1
AEBP2,ATP8A1-DT,1,1
AEBP2,ATPSCKMT,1,1
AEBP2,AVL9,1,1
AEBP2,BABAM1,1,1
AEBP2,BATF2,1,1
AEBP2,BAZ1B,1,1
AEBP2,BBLN,1,1
AEBP2,BBX,1,1
AEBP2,BCAS3,1,1
AEBP2,BCCIP,1,1
AEBP2,BCL2L1,1,1
AEBP2,BCL6,1,1
AEBP2,BET1L,1,1
AEBP2,BLOC1S6,1,1
AEBP2,BMAL1,1,1
AEBP2,BNIP1,1,1
AEBP2,BNIP2,1,1
AEBP2,BOD1L1,1,1
AEBP2,BRAT1,1,1
AEBP2,BRD2,1,1
AEBP2,BRIP1,1,1
AEBP2,BTN2A2,1,1
AEBP2,BZW1,1,1
AEBP2,BZW2,1,1
AEBP2,C15orf48,1,1
AEBP2,C17orf75,1,1
AEBP2,C1QTNF6,1,1
AEBP2,C21orf58,1,1
AEBP2,C21orf91,1,1
AEBP2,C5orf22,1,1
AEBP2,C6orf62,1,1
AEBP2,CA11,1,1
AEBP2,CADPS2,1,1
AEBP2,CALM3,1,1
AEBP2,CALR,1,1
AEBP2,CAMTA1,1,1
AEBP2,CAMTA1-DT,1,1
AEBP2,CAND1,1,1
AEBP2,CARS2,1,1
AEBP2,CASC11,1,1
AEBP2,CBR4,1,1
AEBP2,CBR4-DT,1,1
AEBP2,CBY1,1,1
AEBP2,CCDC124,1,1
AEBP2,CCDC192,1,1
AEBP2,CCDC61,1,1
AEBP2,CCDC77,1,1
AEBP2,CCHCR1,1,1
AEBP2,CCNB1,1,1
AEBP2,CCNB3,1,1
AEBP2,CCND3,1,1
AEBP2,CCT5,1,1
AEBP2,CCT7,1,1
AEBP2,CCZ1P1,1,1
AEBP2,CD101-AS1,1,1
AEBP2,CD164,1,1
AEBP2,CDC20,1,1
AEBP2,CDC23,1,1
AEBP2,CDC25C,1,1
AEBP2,CDC40,1,1
AEBP2,CDC42EP4,1,1
AEBP2,CDCA2,1,1
AEBP2,CDCA3,1,1
AEBP2,CDCA7L,1,1
AEBP2,CDIPT,1,1
AEBP2,CDIPTOSP,1,1
AEBP2,CDK1,1,1
AEBP2,CDK16,1,1
AEBP2,CDK2AP2,1,1
AEBP2,CDKL3,1,1
AEBP2,CDON,1,1
AEBP2,CEACAM1,1,1
AEBP2,CENPA,1,1
AEBP2,CENPE,1,1
AEBP2,CENPF,1,1
AEBP2,CENPK,1,1
AEBP2,CENPM,1,1
AEBP2,CENPN,1,1
AEBP2,CENPP,1,1
AEBP2,CEP131,1,1
AEBP2,CEP152,1,1
AEBP2,CEP164,1,1
AEBP2,CEP250,1,1
AEBP2,CEP41,1,1
AEBP2,CEP57,1,1
AEBP2,CEP63,1,1
AEBP2,CEP89,1,1
AEBP2,CFAP20,1,1
AEBP2,CFAP221,1,1
AEBP2,CFAP298,1,1
AEBP2,CFAP298-TCP10L,1,1
AEBP2,CFAP418,1,1
AEBP2,CFAP43,1,1
AEBP2,CFAP96,1,1
AEBP2,CHCHD6,1,1
AEBP2,CHCT1,1,1
AEBP2,CHD1,1,1
AEBP2,CHD6,1,1
