source,target,mode_of_regulation,weight
RFX7,FIS1,1,1
RFX7,FNBP1P1,1,1
RFX7,FXYD5,1,1
RFX7,GABPB1,1,1
RFX7,GABPB1-AS1,1,1
RFX7,GABPB2,1,1
RFX7,GALM,1,1
RFX7,GALNT4,1,1
RFX7,GANC,1,1
RFX7,GARS1,1,1
RFX7,GART,1,1
RFX7,GCHFR,1,1
RFX7,GDAP1,1,1
RFX7,GGH,1,1
RFX7,GINS4,1,1
RFX7,GLS2,1,1
RFX7,GMNN,1,1
RFX7,GMPR2,1,1
RFX7,GOLGA3,1,1
RFX7,GORAB,1,1
RFX7,GORAB-AS1,1,1
RFX7,GOT1,1,1
RFX7,GOT1-DT,1,1
RFX7,GPATCH1,1,1
RFX7,GSPT1,1,1
RFX7,GSTCD,1,1
RFX7,GSTZ1,1,1
RFX7,GTF2H4,1,1
RFX7,GTF3A,1,1
RFX7,GTF3C2,1,1
RFX7,GTF3C2-AS2,1,1
RFX7,GTF3C6,1,1
RFX7,H4C4,1,1
RFX7,HACD2,1,1
RFX7,HAGH,1,1
RFX7,HARBI1,1,1
RFX7,HARS1,1,1
RFX7,HAUS8,1,1
RFX7,HDAC2,1,1
RFX7,HDAC2-AS2,1,1
RFX7,HEXA,1,1
RFX7,HEXA-AS1,1,1
RFX7,HEXIM1,1,1
RFX7,HMGB1,1,1
RFX7,HSDL2-AS1,1,1
RFX7,HTD2,1,1
RFX7,HYCC2,1,1
RFX7,IFT70A,1,1
RFX7,IL4I1,1,1
RFX7,INKA1,1,1
RFX7,INKA2,1,1
RFX7,INTS12,1,1
RFX7,IP6K2,1,1
RFX7,IRAK4,1,1
RFX7,ITFG2-AS1,1,1
RFX7,ITGB3BP,1,1
RFX7,KANK1,1,1
RFX7,KBTBD2,1,1
RFX7,KCTD9,1,1
RFX7,KDM3A,1,1
RFX7,KIAA0753,1,1
RFX7,KIAA1958,1,1
RFX7,KIF3B,1,1
RFX7,KLC4,1,1
RFX7,KLHL22,1,1
RFX7,KLRG1,1,1
RFX7,KNTC1,1,1
RFX7,KPTN,1,1
RFX7,LAMTOR4,1,1
RFX7,LAPTM4A,1,1
RFX7,LAPTM4A-DT,1,1
RFX7,LARP4,1,1
RFX7,LARS2,1,1
RFX7,LENG8,1,1
RFX7,LENG8-AS1,1,1
RFX7,LIAT1,1,1
RFX7,LINC01023,1,1
RFX7,LINC02983,1,1
RFX7,LIPT1,1,1
RFX7,LLPH,1,1
RFX7,LOC105371430,1,1
RFX7,LRIG2-DT,1,1
RFX7,LRP6,1,1
RFX7,LRR1,1,1
RFX7,LRRC23,1,1
RFX7,LYRM2,1,1
RFX7,M6PR,1,1
RFX7,MAP3K5,1,1
RFX7,MAP3K7,1,1
RFX7,MATCAP2,1,1
RFX7,MBLAC2,1,1
RFX7,MCEE,1,1
RFX7,MDH1,1,1
RFX7,MDP1,1,1
RFX7,MEF2A,1,1
RFX7,MEPCE,1,1
RFX7,METTL25,1,1
RFX7,MIR3913-1,1,1
RFX7,MIR4258,1,1
RFX7,MIR4795,1,1
RFX7,MKLN1,1,1
RFX7,MKLN1-AS,1,1
RFX7,MLH1,1,1
RFX7,MMACHC,1,1
RFX7,MPHOSPH10,1,1
RFX7,MPI,1,1
RFX7,MRPL13,1,1
RFX7,MRPL2,1,1
RFX7,MRPL33,1,1
RFX7,MRPS17,1,1
RFX7,MRPS33,1,1
RFX7,MRS2,1,1
RFX7,MSH2,1,1
RFX7,MSL3,1,1
RFX7,MSL3-DT,1,1
RFX7,MT1X,1,1
RFX7,MTBP,1,1
RFX7,MYG1,1,1
RFX7,MYLK-AS1,1,1
RFX7,MYO1B,1,1
RFX7,MYO9B,1,1
RFX7,NAB2,1,1
RFX7,NAPA-AS1,1,1
RFX7,NDC1,1,1
RFX7,NDUFA11,1,1
RFX7,NDUFAF4P1,1,1
RFX7,NDUFB3,1,1
RFX7,NDUFB8,1,1
RFX7,NEDD8,1,1
RFX7,NEDD8-MDP1,1,1
RFX7,NEK10,1,1
RFX7,NEK9,1,1
RFX7,NEMF,1,1
RFX7,NEMP1,1,1
RFX7,NFKB2,1,1
RFX7,NPAT,1,1
RFX7,NPEPL1,1,1
RFX7,NPM3,1,1
RFX7,NPRL2,1,1
RFX7,NR6A1,1,1
RFX7,NT5C3A,1,1
RFX7,NUBP1,1,1
RFX7,NUP62,1,1
RFX7,ODR4,1,1
RFX7,OGFOD2,1,1
RFX7,PAIP2,1,1
RFX7,PALB2,1,1
RFX7,PCBP1,1,1
RFX7,PCBP1-AS1,1,1
RFX7,PCGF1,1,1
RFX7,PCIF1,1,1
RFX7,PCLAF,1,1
RFX7,PDK1,1,1
RFX7,PEF1,1,1
RFX7,PEF1-AS1,1,1
RFX7,PFKM,1,1
RFX7,PHB2,1,1
RFX7,PIGB,1,1
RFX7,PIGBOS1,1,1
RFX7,PIK3C3,1,1
RFX7,PKIG,1,1
RFX7,POC1B,1,1
RFX7,POC1B-AS1,1,1
RFX7,POC1B-GALNT4,1,1
RFX7,POC5,1,1
RFX7,POLR1G,1,1
RFX7,POLR2F,1,1
RFX7,POLR3G,1,1
RFX7,POMT2,1,1
RFX7,POP7,1,1
RFX7,PPIB,1,1
RFX7,PPP1R13L,1,1
RFX7,PPWD1,1,1
RFX7,PRKAB2,1,1
RFX7,PRKCI,1,1
RFX7,PRKG1-AS1,1,1
RFX7,PRMT3,1,1
RFX7,PROX1,1,1
RFX7,PROX1-AS1,1,1
RFX7,PRPF31,1,1
RFX7,PRR11,1,1
RFX7,PSMD14,1,1
RFX7,PSMD14-DT,1,1
RFX7,PSME3,1,1
RFX7,PTPRZ1,1,1
RFX7,PUS7L,1,1
RFX7,PWP1,1,1
RFX7,RAB14,1,1
RFX7,RAB27A,1,1
RFX7,RAB33B,1,1
RFX7,RAD51,1,1
RFX7,RAD51AP1,1,1
RFX7,RAPGEF3,1,1
RFX7,RAPGEF6,1,1
RFX7,RARA,1,1
RFX7,RB1CC1,1,1
RFX7,RBL1,1,1
RFX7,RBM12B,1,1
RFX7,RBM12B-DT,1,1
RFX7,RDM1,1,1
RFX7,RFC2,1,1
RFX7,RFX2,1,1
RFX7,RN7SL181P,1,1
RFX7,RNF187,1,1
RFX7,RO60,1,1
RFX7,RPA3,1,1
RFX7,RPL28,1,1
RFX7,RPL4,1,1
RFX7,RPL41,1,1
RFX7,RPP14,1,1
RFX7,RPS18,1,1
RFX7,RPS6KB1,1,1
RFX7,RSRC2,1,1
RFX7,RTTN,1,1
RFX7,SAE1,1,1
RFX7,SCAF11,1,1
RFX7,SCAMP1,1,1
RFX7,SCARB1,1,1
RFX7,SDF2,1,1
RFX7,SDR39U1,1,1
RFX7,SENP1,1,1
RFX7,SEPSECS,1,1
RFX7,SEPSECS-AS1,1,1
RFX7,SEPTIN7,1,1
RFX7,SEPTIN7-DT,1,1
RFX7,SERF2,1,1
RFX7,SETD5,1,1
RFX7,SETD7,1,1
RFX7,SFSWAP,1,1
RFX7,SGF29,1,1
RFX7,SHC1,1,1
RFX7,SIRT4,1,1
RFX7,SKAP2,1,1
RFX7,SKIC8,1,1
RFX7,SLBP,1,1
RFX7,SLC25A12,1,1
RFX7,SLC35A3,1,1
RFX7,SLTM,1,1
RFX7,SMG7,1,1
RFX7,SMG7-AS1,1,1
RFX7,SMIM15-AS1,1,1
RFX7,SNORD12C,1,1
RFX7,SNRPA1,1,1
RFX7,SNRPA1-DT,1,1
RFX7,SNX10-AS1,1,1
RFX7,SNX2,1,1
RFX7,SON,1,1
RFX7,SP7,1,1
RFX7,SP8,1,1
RFX7,SPCS3,1,1
RFX7,SPG21,1,1
RFX7,SPOP,1,1
RFX7,SPPL2A,1,1
RFX7,SRCAP,1,1
RFX7,SRRM2,1,1
RFX7,SRRM2-AS1,1,1
RFX7,SSBP1,1,1
RFX7,ST6GAL2,1,1
RFX7,STARD5,1,1
RFX7,STAT5A,1,1
RFX7,STAT6,1,1
RFX7,STPG2,1,1
RFX7,STX3,1,1
RFX7,STX5,1,1
RFX7,STX5-DT,1,1
RFX7,SUCLG1,1,1
RFX7,SUZ12P1,1,1
RFX7,SZRD1,1,1
RFX7,TBC1D8B,1,1
RFX7,TBK1,1,1
RFX7,TBRG4,1,1
RFX7,TFPT,1,1
RFX7,THAP11,1,1
RFX7,THOC1,1,1
RFX7,THOC1-DT,1,1
RFX7,THUMPD1,1,1
RFX7,THUMPD3-AS1,1,1
RFX7,TIMM22,1,1
RFX7,TM2D3,1,1
RFX7,TMBIM4,1,1
RFX7,TMC3-AS1,1,1
RFX7,TMEM182,1,1
RFX7,TMEM230,1,1
RFX7,TMEM248,1,1
RFX7,TMEM70,1,1
RFX7,TMEM87A,1,1
RFX7,TNPO3,1,1
RFX7,TOLLIP,1,1
RFX7,TP53BP1,1,1
RFX7,TPI1P2,1,1
RFX7,TPR,1,1
RFX7,TRA2A,1,1
RFX7,TRIP4,1,1
RFX7,TRMO,1,1
RFX7,TRMT11,1,1
RFX7,TRUB2,1,1
RFX7,TSEN54,1,1
RFX7,TSGA10,1,1
RFX7,TSPAN5,1,1
RFX7,TSPAN5-DT,1,1
RFX7,TTC32,1,1
RFX7,TTC32-DT,1,1
RFX7,TUBD1,1,1
RFX7,TUT1,1,1
RFX7,TXNDC17,1,1
RFX7,TXNRD1,1,1
RFX7,TYK2,1,1
RFX7,U2AF2,1,1
RFX7,UBB,1,1
RFX7,UBE2I,1,1
RFX7,UBN2,1,1
RFX7,UCHL5,1,1
RFX7,UMAD1,1,1
RFX7,UQCRC2,1,1
RFX7,UROS,1,1
RFX7,USP30,1,1
RFX7,USP37,1,1
RFX7,USP48,1,1
RFX7,USPL1,1,1
RFX7,VARS2,1,1
RFX7,VEZT,1,1
RFX7,VMAC,1,1
RFX7,VPS13B,1,1
RFX7,VPS13B-DT,1,1
RFX7,VPS33A,1,1
RFX7,VPS41,1,1
RFX7,VPS52,1,1
RFX7,VTI1A,1,1
RFX7,WARS2,1,1
RFX7,WARS2-AS1,1,1
RFX7,WDPCP,1,1
RFX7,WDR6,1,1
RFX7,WDR77,1,1
RFX7,WDR93,1,1
RFX7,WEE2-AS1,1,1
RFX7,WNK1,1,1
RFX7,WTAP,1,1
RFX7,XRCC5,1,1
RFX7,YAF2,1,1
RFX7,YARS2,1,1
RFX7,YEATS4,1,1
RFX7,ZBED5,1,1
RFX7,ZBED5-AS1,1,1
RFX7,ZBTB40,1,1
RFX7,ZCWPW1,1,1
RFX7,ZDHHC5,1,1
RFX7,ZDHHC6,1,1
RFX7,ZFAS1,1,1
RFX7,ZNF24,1,1
RFX7,ZNF335,1,1
RFX7,ZNF436,1,1
RFX7,ZNF436-AS1,1,1
RFX7,ZNF444,1,1
RFX7,ZNF557,1,1
RFX7,ZNF561,1,1
RFX7,ZNF561-AS1,1,1
RFX7,ZNF614,1,1
RFX7,ZNF687,1,1
RFX7,ZNF770,1,1
RFX7,ZNF786,1,1
RFX7,ZNFX1,1,1
RFX7,ZSCAN29,1,1
RFX7,ZWILCH,1,1
RLF,ABHD13,1,1
RLF,ACP2,1,1
RLF,ADA,1,1
RLF,ADAP2,1,1
RLF,ADAT2,1,1
RLF,AFG2A,1,1
RLF,AGK,1,1
RLF,AGK-DT,1,1
RLF,AHDC1,1,1
RLF,ANAPC5,1,1
RLF,ANO8,1,1
RLF,AP3S2,1,1
RLF,ARHGAP1,1,1
RLF,ARHGEF7,1,1
RLF,ARID1A,1,1
RLF,ATG4B,1,1
RLF,ATXN1-AS1,1,1
RLF,BMS1P4,1,1
RLF,BMS1P4-AGAP5,1,1
RLF,BORCS8,1,1
RLF,BORCS8-MEF2B,1,1
RLF,BRF2,1,1
RLF,C10orf88,1,1
RLF,C12orf76,1,1
RLF,C1orf159,1,1
RLF,CAMSAP1,1,1
RLF,CCAR2,1,1
RLF,CCDC144BP,1,1
RLF,CCDC6,1,1
RLF,CCDC97,1,1
RLF,CCNC,1,1
RLF,CD274,1,1
RLF,CDK11B,1,1
RLF,CDK13,1,1
RLF,CDK13-DT,1,1
RLF,CELSR2,1,1
RLF,CHKA,1,1
RLF,CHKA-DT,1,1
RLF,CLK1,1,1
RLF,CMPK2,1,1
RLF,COMMD2,1,1
RLF,CPEB2,1,1
RLF,CPEB2-DT,1,1
RLF,CSNK1D,1,1
RLF,CTNNB1,1,1
RLF,CUL4A,1,1
RLF,CWC27,1,1
RLF,CYREN,1,1
RLF,DCP1A,1,1
RLF,DDX11L10,1,1
RLF,DDX51,1,1
RLF,DDX55,1,1
RLF,DENND4C,1,1
RLF,DESI2,1,1
RLF,DNAJB11,1,1
RLF,DOCK7,1,1
RLF,DOCK7-DT,1,1
RLF,DRG2,1,1
RLF,DSTYK,1,1
RLF,DUS1L,1,1
RLF,DYRK1A,1,1
RLF,ECPAS,1,1
RLF,EFCAB7,1,1
RLF,EGLN1P1,1,1
RLF,EIF3F,1,1
RLF,EIF4E2,1,1
RLF,ENSG00000232995,1,1
RLF,ENSG00000253986,1,1
RLF,ETS2-AS1,1,1
RLF,EXOSC3,1,1
RLF,FAM13A,1,1
RLF,FAM234B,1,1
RLF,FBXW8,1,1
RLF,FCHO1,1,1
RLF,FOXL1,1,1
RLF,FRA10AC1,1,1
RLF,GALNS,1,1
RLF,GARS1,1,1
RLF,GARS1-DT,1,1
RLF,GATA6-AS1,1,1
RLF,GFM2,1,1
RLF,GFOD1,1,1
RLF,GGH,1,1
RLF,GLCCI1,1,1
RLF,GLI1,1,1
RLF,GLUD1P3,1,1
RLF,GMFB,1,1
RLF,GOLGA3,1,1
RLF,GPBP1,1,1
RLF,GSTCD,1,1
RLF,GTF2E2,1,1
RLF,GTF2IP12,1,1
RLF,GTF3C5,1,1
RLF,GTPBP3,1,1
RLF,H3P47,1,1
RLF,HDAC8,1,1
RLF,HEBP2,1,1
RLF,HIPK3,1,1
RLF,HIRA,1,1
RLF,HYCC2,1,1
RLF,IFT56,1,1
RLF,IGHMBP2,1,1
RLF,IKZF3,1,1
RLF,IL1R1,1,1
RLF,IMPA2,1,1
RLF,INCA1,1,1
RLF,INTS12,1,1
RLF,INTS5,1,1
RLF,IPO4,1,1
RLF,ISY1,1,1
RLF,ISY1-RAB43,1,1
RLF,ITGB3BP,1,1
RLF,IZUMO4,1,1
RLF,JMJD4,1,1
RLF,JPX,1,1
RLF,KAT2B,1,1
RLF,KBTBD4,1,1
RLF,KCTD10,1,1
RLF,KIF16B,1,1
RLF,KIF1C,1,1
RLF,KIF2A,1,1
RLF,KLHDC1,1,1
RLF,LIG4,1,1
RLF,LILRB3,1,1
RLF,LINC01409,1,1
RLF,LINC01547,1,1
RLF,LINC01748,1,1
RLF,LINC02202,1,1
RLF,LINC02798,1,1
RLF,LMTK2,1,1
RLF,LRP6,1,1
RLF,LUZP1,1,1
RLF,MAIP1,1,1
RLF,MARCKSL1P2,1,1
RLF,MBOAT2,1,1
RLF,MBTPS2,1,1
RLF,MEGF9,1,1
RLF,METTL15,1,1
RLF,METTL9,1,1
RLF,MFAP3L,1,1
RLF,MIDN,1,1
RLF,MINPP1,1,1
RLF,MIR193B,1,1
RLF,MITD1,1,1
RLF,MKRN3,1,1
RLF,MOB3A,1,1
RLF,MPLKIP,1,1
RLF,MPPE1,1,1
RLF,MRPL13,1,1
RLF,MRPL21,1,1
RLF,MRPL3,1,1
RLF,MRPL30,1,1
RLF,MRPL39,1,1
RLF,MRPL40,1,1
RLF,MRPL44,1,1
RLF,MRPL45P2,1,1
RLF,MRPL48,1,1
RLF,MRPL58,1,1
RLF,MRPS31,1,1
RLF,MRPS5,1,1
RLF,MRTFA,1,1
RLF,MTBP,1,1
RLF,MTERF4,1,1
RLF,MTMR9,1,1
RLF,MYC,1,1
RLF,MYH10,1,1
RLF,NDE1,1,1
RLF,NDUFAF1,1,1
RLF,NDUFB3,1,1
RLF,NDUFS3,1,1
RLF,NDUFS7,1,1
RLF,NEMP2,1,1
RLF,NEMP2-DT,1,1
RLF,NFATC3,1,1
RLF,NFATC4,1,1
RLF,NFIX,1,1
RLF,NKAPD1,1,1
RLF,NMUR1,1,1
RLF,NOC4L,1,1
RLF,NR1H3,1,1
RLF,NR3C1,1,1
RLF,NSA2,1,1
RLF,NSL1,1,1
RLF,NSMAF,1,1
RLF,NUDT6,1,1
RLF,NUF2,1,1
RLF,OSBPL6,1,1
RLF,OTUD3,1,1
RLF,PALM3,1,1
RLF,PCID2,1,1
RLF,PCLAF,1,1
RLF,PDE4C,1,1
RLF,PDLIM1,1,1
RLF,PDZD8,1,1
RLF,PEX13,1,1
RLF,PEX3,1,1
RLF,PFKM,1,1
RLF,PIGZ,1,1
RLF,PIH1D2,1,1
RLF,PIK3AP1,1,1
RLF,PIK3CA,1,1
RLF,PIK3CA-DT,1,1
RLF,PLCD3,1,1
RLF,POC1B,1,1
RLF,POC1B-GALNT4,1,1
RLF,PPARGC1B,1,1
RLF,PPEF1,1,1
RLF,PPP1CC,1,1
RLF,PPP3CC,1,1
RLF,PSMA1,1,1
RLF,PSMD14,1,1
RLF,PSMD14-DT,1,1
RLF,PSMF1,1,1
RLF,PSMG3,1,1
RLF,PSMG3-AS1,1,1
RLF,PSTK,1,1
RLF,PTP4A3,1,1
RLF,PUS10,1,1
RLF,RANBP9,1,1
RLF,RASA1,1,1
RLF,RBBP5,1,1
RLF,RBM28,1,1
RLF,RCL1,1,1
RLF,RESF1,1,1
RLF,REV3L,1,1
RLF,REXO4,1,1
RLF,RFXANK,1,1
RLF,RGS5,1,1
RLF,RMND5B,1,1
RLF,RNA5SP324,1,1
RLF,RNF213,1,1
RLF,RNU7-27P,1,1
RLF,RNVU1-15,1,1
RLF,RPL23AP53,1,1
RLF,RPS7,1,1
RLF,RSAD2,1,1
RLF,RUNX1T1,1,1
RLF,SAMD1,1,1
RLF,SCAND2P,1,1
RLF,SELENOH,1,1
RLF,SEMA4B,1,1
RLF,SENP1,1,1
RLF,SEPTIN7P14,1,1
RLF,SF3A3,1,1
RLF,SGPP1,1,1
RLF,SGSM1,1,1
RLF,SH3KBP1,1,1
RLF,SLC12A2,1,1
RLF,SLC12A2-DT,1,1
RLF,SLC29A3,1,1
RLF,SLC30A1,1,1
RLF,SLC35D1,1,1
RLF,SLC37A3,1,1
RLF,SLC39A3,1,1
RLF,SLC4A1AP,1,1
RLF,SLC8B1,1,1
RLF,SLX9,1,1
RLF,SMG1P3,1,1
RLF,SMG7,1,1
RLF,SMG7-AS1,1,1
RLF,SNAP47,1,1
RLF,SNRPB,1,1
RLF,SREK1IP1,1,1
RLF,SRP54,1,1
RLF,SRP54-AS1,1,1
RLF,ST8SIA6,1,1
RLF,STEAP1,1,1
RLF,STIM2,1,1
RLF,STIM2-AS1,1,1
RLF,STX16,1,1
RLF,STX16-NPEPL1,1,1
RLF,STX18,1,1
RLF,STX18-AS1,1,1
RLF,SUCLG2,1,1
RLF,SUCLG2-DT,1,1
RLF,SUGCT,1,1
RLF,SUPT7L,1,1
RLF,SYDE2,1,1
RLF,SZRD1,1,1
RLF,TACO1,1,1
RLF,TATDN3,1,1
RLF,TBC1D19,1,1
RLF,TBC1D5,1,1
RLF,TEFM,1,1
RLF,TESC,1,1
RLF,TESC-AS1,1,1
RLF,TFAP4,1,1
RLF,TGFB2,1,1
RLF,TGFB2-AS1,1,1
RLF,THUMPD2,1,1
RLF,TIGD1,1,1
RLF,TIMM29,1,1
RLF,TJP3,1,1
RLF,TLE3,1,1
RLF,TLNRD1,1,1
RLF,TMEM222,1,1
RLF,TMEM41A,1,1
RLF,TMEM50B,1,1
RLF,TMEM65,1,1
RLF,TNPO3,1,1
RLF,TOR1AIP1,1,1
RLF,TP53BP2,1,1
RLF,TP53RK-DT,1,1
RLF,TPI1P2,1,1
RLF,TRAF3IP2-AS1,1,1
RLF,TRIP10,1,1
RLF,TRIP4,1,1
RLF,TUBGCP3,1,1
RLF,TUT1,1,1
RLF,TVP23B,1,1
RLF,TWSG1-DT,1,1
RLF,TYW5,1,1
RLF,UBE2O,1,1
RLF,UBE3B,1,1
RLF,UBTF,1,1
RLF,UNC119,1,1
RLF,USP30,1,1
RLF,USP46,1,1
RLF,USP46-DT,1,1
RLF,VAT1,1,1
RLF,VILL,1,1
RLF,VPS13B,1,1
RLF,VPS13B-DT,1,1
RLF,VPS37D,1,1
RLF,VPS51,1,1
RLF,VPS9D1,1,1
RLF,VTI1A,1,1
RLF,WDR36,1,1
RLF,WDR37,1,1
RLF,WDR83,1,1
RLF,WDR83OS,1,1
RLF,WSCD2,1,1
RLF,YIPF2,1,1
RLF,ZBTB34,1,1
RLF,ZBTB45,1,1
RLF,ZDHHC6,1,1
RLF,ZFP69,1,1
RLF,ZMPSTE24,1,1
RLF,ZMPSTE24-DT,1,1
RLF,ZNF248,1,1
RLF,ZNF276,1,1
RLF,ZNF391,1,1
RLF,ZNF408,1,1
RLF,ZNF561,1,1
RLF,ZNF561-AS1,1,1
RLF,ZNF580,1,1
RLF,ZNF581,1,1
RLF,ZNF596,1,1
RLF,ZNF638,1,1
RLF,ZNF687,1,1
RLF,ZNF792,1,1
RLF,ZSCAN2-AS1,1,1
RORA,AAR2,1,1
RORA,ADAP2,1,1
RORA,ADPRHL1,1,1
RORA,AHCYL1,1,1
RORA,AHR,1,1
RORA,AHSA1,1,1
RORA,ALDH18A1,1,1
RORA,ALG10,1,1
RORA,ALG3,1,1
RORA,ANKS4B,1,1
RORA,ARHGAP1,1,1
RORA,ATF7,1,1
RORA,ATF7-NPFF,1,1
RORA,ATF7IP,1,1
RORA,ATP5PF,1,1
RORA,ATP6V1G2,1,1
RORA,ATP6V1G2-DDX39B,1,1
RORA,ATXN2,1,1
RORA,BANF1,1,1
RORA,BIRC2,1,1
RORA,BMS1,1,1
RORA,BRF2,1,1
RORA,C12orf76,1,1
RORA,C2CD2L,1,1
RORA,CALM2,1,1
RORA,CASC2,1,1
RORA,CCDC97,1,1
RORA,CCNA2,1,1
RORA,CDC123,1,1
RORA,CDK12,1,1
RORA,CENPP,1,1
RORA,CFL1P1,1,1
RORA,CHASERR,1,1
RORA,CLRN3,1,1
RORA,COPS4,1,1
RORA,COX16,1,1
RORA,CSDE1,1,1
RORA,CSTF2T,1,1
RORA,CSTPP1,1,1
RORA,CUL4A,1,1
RORA,DCP1A,1,1
RORA,DHRS7B,1,1
RORA,DMAP1,1,1
RORA,DNAJC2,1,1
RORA,DPAGT1,1,1
RORA,DSG1-AS1,1,1
RORA,ECE2,1,1
RORA,EIF1AD,1,1
RORA,EIF3F,1,1
RORA,EIF5B,1,1
RORA,ELP3,1,1
RORA,ENPP3,1,1
RORA,ENSG00000232995,1,1
RORA,ENSG00000275740,1,1
RORA,EPM2AIP1,1,1
RORA,EPS8,1,1
RORA,ERCC1,1,1
RORA,FAM228B,1,1
RORA,FANCM,1,1
RORA,FEM1B,1,1
RORA,FKBP3,1,1
RORA,GABPA,1,1
RORA,GANC,1,1
RORA,GAS5,1,1
RORA,GEMIN2,1,1
RORA,GFM2,1,1
RORA,GIN1,1,1
RORA,GNPDA2,1,1
RORA,GOLGA3,1,1
RORA,GPAT4-AS1,1,1
RORA,GPBP1L1,1,1
RORA,GSTA9P,1,1
RORA,GSTCD,1,1
RORA,GTF3C3,1,1
RORA,GTPBP3,1,1
RORA,H2BC13,1,1
RORA,H2BC9,1,1
RORA,H3C7,1,1
RORA,H4C16,1,1
RORA,HDAC8,1,1
RORA,HEMK1,1,1
RORA,HIGD2A,1,1
RORA,HMGN2,1,1
RORA,HSD17B2,1,1
RORA,HSPA9,1,1
RORA,HYCC2,1,1
RORA,IFT56,1,1
RORA,IFTAP,1,1
RORA,INO80B,1,1
RORA,INO80B-WBP1,1,1
RORA,INTS12,1,1
RORA,INTS5,1,1
RORA,IPO4,1,1
RORA,IQCH,1,1
RORA,ISY1,1,1
RORA,ISY1-RAB43,1,1
RORA,ITSN2,1,1
RORA,KCTD10,1,1
RORA,KIAA0586,1,1
RORA,KIF22,1,1
RORA,LIMA1,1,1
RORA,LINC-PINT,1,1
RORA,LINC02453,1,1
RORA,LSM5,1,1
RORA,LURAP1L-AS1,1,1
RORA,MAN2C1,1,1
RORA,MARCOL,1,1
RORA,MAT2B,1,1
RORA,MCAT,1,1
RORA,MCEE,1,1
RORA,MED23,1,1
RORA,METTL15,1,1
RORA,METTL16,1,1
RORA,MIR1245A,1,1
RORA,MIR17HG,1,1
RORA,MITD1,1,1
RORA,MLH1,1,1
RORA,MLLT3,1,1
RORA,MNAT1,1,1
RORA,MPHOSPH10,1,1
RORA,MPLKIP,1,1
RORA,MRPL1,1,1
RORA,MRPL13,1,1
RORA,MRPL30,1,1
RORA,MRPL48,1,1
RORA,MRPS31P4,1,1
RORA,MRPS31P5,1,1
RORA,MTBP,1,1
RORA,MTMR4,1,1
RORA,MTOR,1,1
RORA,NDUFAF1,1,1
RORA,NDUFB3,1,1
RORA,NDUFC2,1,1
RORA,NDUFC2-KCTD14,1,1
RORA,NFKBIL1,1,1
RORA,NGRN,1,1
RORA,NKAP,1,1
RORA,NKAPD1,1,1
RORA,NLN,1,1
RORA,NME1,1,1
RORA,NME1-NME2,1,1
RORA,NOL8,1,1
RORA,NOP16,1,1
RORA,NOSIP,1,1
RORA,NR1H2,1,1
RORA,NSA2,1,1
RORA,NSL1,1,1
RORA,NUBPL,1,1
RORA,NUDCD3,1,1
RORA,NUDT5,1,1
RORA,NUF2,1,1
RORA,NUP107,1,1
RORA,NUP107-DT,1,1
RORA,NUP153,1,1
RORA,NXT2,1,1
RORA,PCID2,1,1
RORA,PCLAF,1,1
RORA,PCM1,1,1
RORA,PDCD4-AS1,1,1
RORA,PEMT,1,1
RORA,PFKM,1,1
RORA,PHF14,1,1
RORA,PIH1D2,1,1
RORA,PIWIL2,1,1
RORA,PLEKHM3,1,1
RORA,PNISR,1,1
RORA,POMP,1,1
RORA,PPIP5K2,1,1
RORA,PRRG2,1,1
RORA,PSMC2,1,1
RORA,PSME2P3,1,1
RORA,PTPRO,1,1
RORA,RAB18,1,1
RORA,RBM27,1,1
RORA,RBM28,1,1
RORA,RGS5,1,1
RORA,RN7SL382P,1,1
RORA,RNF145,1,1
RORA,RNU11,1,1
RORA,RNU7-27P,1,1
RORA,RPL27,1,1
RORA,RPS18,1,1
RORA,RPS7,1,1
RORA,RRM1,1,1
RORA,RTTN,1,1
RORA,RUVBL1,1,1
RORA,SBDSP1,1,1
RORA,SEC31A,1,1
RORA,SENP1,1,1
RORA,SF3B6,1,1
RORA,SLC1A3,1,1
RORA,SLC27A5,1,1
RORA,SLC39A3,1,1
RORA,SLC4A1AP,1,1
RORA,SMG7,1,1
RORA,SMG7-AS1,1,1
RORA,SMG8,1,1
RORA,SMIM20,1,1
RORA,SNORD65,1,1
RORA,SNRNP27,1,1
RORA,SNX13,1,1
RORA,SRSF7,1,1
RORA,SSPN,1,1
RORA,STX18,1,1
RORA,STX18-AS1,1,1
RORA,SUGCT,1,1
RORA,SUPT7L,1,1
RORA,TACO1,1,1
RORA,TAF1D,1,1
RORA,TARS2,1,1
RORA,TATDN3,1,1
RORA,TBC1D19,1,1
RORA,TEFM,1,1
RORA,THADA,1,1
RORA,TIMM29,1,1
RORA,TIMM9,1,1
RORA,TMEM101,1,1
RORA,TMEM128,1,1
RORA,TMEM222,1,1
RORA,TMEM230,1,1
RORA,TMEM30A,1,1
RORA,TMEM69,1,1
RORA,TMEM87A,1,1
RORA,TMIGD1,1,1
RORA,TNPO3,1,1
RORA,TOR1AIP1,1,1
RORA,TPI1P2,1,1
RORA,TRIP4,1,1
RORA,TTC23,1,1
RORA,TUBA1B-AS1,1,1
RORA,TUT1,1,1
RORA,TXN2,1,1
RORA,TXNDC9,1,1
RORA,UBE3B,1,1
RORA,UFC1,1,1
RORA,UMPS,1,1
